sample_id,latitude,longitude,state,district,soil_type,sample_date,pH,N_kg_ha,P_kg_ha,K_kg_ha,Organic_Carbon_pct,Bulk_Density_g_cm3,Moisture_pct,Texture_Sand_pct,Texture_Silt_pct,Texture_Clay_pct,CEC_cmol_kg,EC_dS_m,S2_B2,S2_B3,S2_B4,S2_B8,S2_B11,S2_B12,S2_NDVI,S2_SAVI,S2_BSI
617,25.3683,82.9102,Uttar Pradesh,Varanasi,alluvial,2023-05-01,7.72,180.7,24.56,410.8,0.3,1.38,26.6,39.9,38.0,22.1,13.72,0.27,0.0535,0.0861,0.1173,0.1665,0.1431,0.0737,0.1734,0.0942,0.0274
618,25.3815,83.0208,Uttar Pradesh,Varanasi,alluvial,2024-05-17,6.64,198.3,23.05,228.0,0.56,1.57,35.3,50.5,26.8,22.6,13.93,0.42,0.0416,0.0651,0.0917,0.1274,0.0736,0.0265,0.1629,0.0745,-0.113
619,25.3748,82.9675,Uttar Pradesh,Varanasi,alluvial,2025-05-20,7.73,204.7,14.13,456.8,0.53,1.48,37.1,52.8,17.6,29.6,16.33,0.42,0.0476,0.0684,0.0838,0.1132,0.0683,0.01,0.1492,0.0633,-0.119
620,25.3198,82.981,Uttar Pradesh,Varanasi,alluvial,2022-05-10,6.41,172.0,13.26,460.3,0.57,1.59,38.9,49.8,16.0,34.2,20.0,0.42,0.0485,0.0644,0.1031,0.1226,0.055,0.01,0.0864,0.0403,-0.1234
621,25.2481,82.9148,Uttar Pradesh,Varanasi,alluvial,2023-12-02,7.74,179.8,16.05,276.8,0.37,1.61,21.9,42.7,36.7,20.6,10.99,0.35,0.0639,0.0969,0.1097,0.1763,0.1576,0.0894,0.2329,0.1271,0.021
622,25.31,83.0655,Uttar Pradesh,Varanasi,alluvial,2024-04-20,7.16,249.5,18.62,294.1,0.46,1.38,30.8,44.3,35.0,20.7,12.75,0.27,0.053,0.0811,0.095,0.1343,0.1094,0.0374,0.1714,0.0808,-0.0236
623,25.3948,83.0238,Uttar Pradesh,Varanasi,alluvial,2025-11-15,6.61,239.4,14.39,371.0,0.74,1.61,33.3,57.7,26.2,16.1,10.0,0.22,0.0343,0.0673,0.0928,0.1291,0.0774,0.0243,0.1636,0.0754,-0.1026
624,25.2885,83.0109,Uttar Pradesh,Varanasi,alluvial,2022-05-23,6.58,182.3,14.75,329.9,0.51,1.47,23.0,58.6,15.7,25.7,18.24,0.17,0.0538,0.0768,0.1078,0.1818,0.1443,0.0739,0.2555,0.1406,-0.0189
625,25.3817,83.0479,Uttar Pradesh,Varanasi,alluvial,2023-12-07,6.62,290.6,17.66,496.3,0.63,1.58,30.2,45.9,36.8,17.3,10.46,0.17,0.0428,0.0707,0.0846,0.144,0.1072,0.0324,0.2598,0.1223,-0.0774
626,25.3943,82.995,Uttar Pradesh,Varanasi,alluvial,2024-11-06,7.52,191.1,9.18,321.5,0.32,1.44,32.0,63.3,4.3,32.4,14.84,0.36,0.0503,0.0815,0.1127,0.147,0.0993,0.0281,0.1321,0.0677,-0.0342
627,25.3593,82.9609,Uttar Pradesh,Varanasi,alluvial,2025-12-27,6.64,264.6,15.12,342.6,0.67,1.56,27.0,61.6,21.6,16.8,11.08,0.2,0.0505,0.0853,0.1014,0.1575,0.1155,0.0513,0.2167,0.1109,-0.0453
628,25.2833,82.9201,Uttar Pradesh,Varanasi,alluvial,2022-12-05,7.49,244.0,24.77,481.7,0.3,1.57,22.0,50.9,18.4,30.7,15.66,0.37,0.0567,0.0953,0.1227,0.1899,0.157,0.0933,0.215,0.124,0.0178
629,25.3357,82.8973,Uttar Pradesh,Varanasi,alluvial,2023-05-14,7.62,193.8,24.04,457.2,0.52,1.54,32.1,57.7,21.0,21.3,15.88,0.34,0.0526,0.0712,0.1036,0.1389,0.0911,0.0304,0.1456,0.0713,-0.0585
630,25.2814,83.0538,Uttar Pradesh,Varanasi,alluvial,2024-04-23,6.7,188.1,24.24,311.1,0.61,1.46,25.5,51.0,18.5,30.5,19.63,0.24,0.0429,0.08,0.0944,0.1573,0.1114,0.0568,0.2499,0.1255,-0.0711
631,25.3306,82.9225,Uttar Pradesh,Varanasi,alluvial,2025-12-13,7.12,271.2,13.71,477.9,0.52,1.49,27.7,44.5,20.5,35.0,20.0,0.26,0.0509,0.0758,0.0981,0.1506,0.1173,0.0482,0.2111,0.1052,-0.0341
632,25.2233,83.0765,Uttar Pradesh,Varanasi,alluvial,2022-04-16,8.01,251.6,9.69,226.3,0.43,1.6,31.5,53.8,18.0,28.2,18.87,0.18,0.0523,0.0717,0.1024,0.1524,0.1041,0.0361,0.1962,0.0994,-0.059
633,25.2429,83.0613,Uttar Pradesh,Varanasi,alluvial,2023-04-12,7.74,229.2,22.48,263.6,0.64,1.58,32.5,49.1,23.5,27.5,18.06,0.32,0.0478,0.0686,0.0931,0.1327,0.0853,0.0303,0.1754,0.0818,-0.0877
634,25.2729,83.0577,Uttar Pradesh,Varanasi,alluvial,2024-12-22,7.61,259.3,14.37,267.2,0.74,1.44,36.8,44.5,22.3,33.3,16.32,0.41,0.037,0.0578,0.0769,0.106,0.0546,0.0121,0.1591,0.0639,-0.1717
635,25.4186,82.9384,Uttar Pradesh,Varanasi,alluvial,2025-12-07,7.05,176.9,21.94,380.0,0.41,1.45,21.5,44.5,22.5,33.0,20.0,0.44,0.0543,0.0908,0.1178,0.1759,0.159,0.0869,0.1978,0.1098,0.0392
636,25.2662,83.032,Uttar Pradesh,Varanasi,alluvial,2022-05-17,7.98,217.7,20.38,320.9,0.58,1.45,36.8,31.8,45.3,22.9,13.69,0.2,0.0386,0.0674,0.0828,0.1167,0.0614,0.01,0.1699,0.0727,-0.154
637,25.374,82.9206,Uttar Pradesh,Varanasi,alluvial,2023-04-19,7.85,278.7,13.48,228.0,0.35,1.36,33.0,43.7,29.7,26.5,12.99,0.15,0.0485,0.075,0.0989,0.1342,0.0949,0.0346,0.1514,0.0722,-0.05
638,25.376,83.0472,Uttar Pradesh,Varanasi,alluvial,2024-11-22,7.01,243.1,23.26,289.1,0.47,1.51,28.8,34.6,35.6,29.8,15.48,0.22,0.051,0.0777,0.099,0.1574,0.1074,0.0512,0.2278,0.1158,-0.0699
639,25.2561,82.9055,Uttar Pradesh,Varanasi,alluvial,2025-11-27,7.91,287.0,23.76,236.8,0.32,1.39,20.4,35.0,48.3,16.7,10.0,0.23,0.0662,0.0928,0.1195,0.1888,0.1798,0.0906,0.2248,0.1286,0.0537
640,25.2522,82.9498,Uttar Pradesh,Varanasi,alluvial,2022-05-22,7.48,221.6,15.14,466.9,0.39,1.54,26.9,57.8,25.1,17.0,10.0,0.29,0.0506,0.0811,0.117,0.1692,0.127,0.061,0.1824,0.0996,-0.0105
641,25.2586,82.8959,Uttar Pradesh,Varanasi,alluvial,2023-04-17,7.21,294.7,17.29,247.5,0.56,1.57,37.8,31.1,41.8,27.1,17.09,0.43,0.0405,0.0619,0.0921,0.1058,0.0707,0.0132,0.0692,0.0294,-0.066
642,25.4106,82.9597,Uttar Pradesh,Varanasi,alluvial,2024-11-15,6.95,187.7,20.37,482.0,0.53,1.43,22.7,60.3,21.6,18.0,10.37,0.29,0.0614,0.0816,0.1111,0.1729,0.1425,0.0776,0.2176,0.1182,0.0014
643,25.3733,82.9523,Uttar Pradesh,Varanasi,alluvial,2025-05-24,6.67,186.2,23.08,284.3,0.64,1.47,28.4,47.9,27.1,24.9,16.8,0.33,0.0558,0.0684,0.0968,0.1495,0.0999,0.0486,0.214,0.1059,-0.077
644,25.2329,82.9234,Uttar Pradesh,Varanasi,alluvial,2022-04-17,7.46,269.4,15.3,370.1,0.52,1.46,34.2,44.8,22.5,32.7,19.74,0.34,0.0436,0.0698,0.0922,0.1264,0.0818,0.0231,0.1564,0.0714,-0.0852
645,25.2691,82.933,Uttar Pradesh,Varanasi,alluvial,2023-11-12,7.32,284.9,9.95,442.7,0.41,1.48,34.9,51.1,25.7,23.2,13.11,0.21,0.0467,0.0691,0.0986,0.1401,0.085,0.0286,0.1739,0.0843,-0.0904
646,25.2624,82.9335,Uttar Pradesh,Varanasi,alluvial,2024-11-23,6.79,252.1,13.47,269.8,0.37,1.37,31.4,30.3,48.4,21.3,12.81,0.24,0.0439,0.0771,0.0963,0.136,0.1025,0.047,0.1709,0.0813,-0.0415
647,25.3197,83.0881,Uttar Pradesh,Varanasi,alluvial,2025-12-04,7.1,281.3,13.4,296.0,0.57,1.41,23.1,60.1,7.2,32.7,20.0,0.39,0.0599,0.0839,0.1026,0.1758,0.1374,0.069,0.2629,0.1411,-0.0319
648,25.3883,82.9706,Uttar Pradesh,Varanasi,alluvial,2022-04-11,6.91,232.9,22.55,496.4,0.36,1.62,26.3,41.4,40.1,18.4,11.62,0.24,0.0462,0.0787,0.1105,0.1698,0.1258,0.0655,0.2116,0.114,-0.0278
649,25.2987,83.0293,Uttar Pradesh,Varanasi,alluvial,2023-12-16,6.85,258.4,14.81,366.9,0.59,1.44,34.1,33.3,50.3,16.4,12.28,0.33,0.0463,0.0726,0.0946,0.1296,0.0782,0.0152,0.1561,0.0725,-0.0962
650,25.3071,82.924,Uttar Pradesh,Varanasi,alluvial,2024-05-24,6.41,246.0,8.18,231.5,0.68,1.45,28.8,34.2,31.4,34.3,16.86,0.36,0.0458,0.0766,0.1024,0.148,0.1028,0.0433,0.1821,0.0912,-0.0526
651,25.2859,83.0126,Uttar Pradesh,Varanasi,alluvial,2025-12-09,7.83,290.6,21.34,233.2,0.71,1.63,38.5,61.6,16.0,22.4,13.3,0.17,0.0387,0.0615,0.0913,0.1062,0.0631,0.01,0.0754,0.032,-0.0934
652,25.3244,82.9381,Uttar Pradesh,Varanasi,alluvial,2022-12-22,6.63,203.3,22.45,468.6,0.61,1.54,24.1,50.4,16.1,33.5,20.0,0.35,0.0596,0.0725,0.109,0.1652,0.1208,0.0632,0.205,0.1089,-0.0324
653,25.3912,83.029,Uttar Pradesh,Varanasi,alluvial,2023-04-16,7.7,170.4,14.0,450.7,0.52,1.42,28.9,57.0,22.3,20.6,14.0,0.34,0.0567,0.0732,0.0957,0.1538,0.1117,0.0509,0.2329,0.1163,-0.0598
654,25.2824,82.9808,Uttar Pradesh,Varanasi,alluvial,2024-05-28,6.61,180.1,18.04,358.3,0.33,1.61,32.7,37.6,47.2,15.3,10.0,0.38,0.056,0.0766,0.1119,0.1419,0.1002,0.0283,0.1182,0.0597,-0.0226
655,25.2814,83.064,Uttar Pradesh,Varanasi,alluvial,2025-04-05,7.87,291.3,21.26,256.4,0.53,1.43,27.8,37.7,29.1,33.3,19.38,0.2,0.0496,0.0747,0.1066,0.1565,0.1084,0.0513,0.1897,0.0981,-0.0476
656,25.2909,82.9324,Uttar Pradesh,Varanasi,alluvial,2022-12-17,6.85,220.6,17.03,305.6,0.51,1.39,21.0,33.9,49.0,17.1,11.0,0.32,0.0596,0.092,0.1169,0.1848,0.1564,0.0859,0.2251,0.127,0.0158
657,25.3415,82.9937,Uttar Pradesh,Varanasi,alluvial,2023-04-22,7.05,164.1,11.3,256.8,0.49,1.4,27.0,45.4,32.9,21.7,15.59,0.23,0.0589,0.0723,0.1036,0.1566,0.1257,0.0635,0.2037,0.1046,-0.0157
658,25.3009,82.9686,Uttar Pradesh,Varanasi,alluvial,2024-05-24,7.41,274.9,17.05,282.6,0.32,1.61,22.1,33.9,46.1,20.0,10.39,0.36,0.0563,0.077,0.1165,0.1887,0.1662,0.0905,0.2366,0.1345,0.0254
659,25.3444,83.0378,Uttar Pradesh,Varanasi,alluvial,2025-05-06,7.45,188.3,12.9,200.9,0.67,1.41,24.9,47.3,23.8,28.8,19.23,0.42,0.0499,0.0706,0.1052,0.1585,0.1321,0.0602,0.2021,0.1047,-0.0025
660,25.3558,83.0606,Uttar Pradesh,Varanasi,alluvial,2022-11-16,6.43,175.9,13.68,253.3,0.44,1.43,34.8,36.6,47.1,16.4,10.3,0.17,0.0444,0.0679,0.0942,0.1276,0.0904,0.025,0.1506,0.0694,-0.0586
661,25.2388,82.9509,Uttar Pradesh,Varanasi,alluvial,2023-11-15,7.35,270.9,22.2,357.6,0.56,1.4,23.2,38.7,36.6,24.8,18.18,0.19,0.0499,0.0899,0.1074,0.1754,0.1353,0.0718,0.2405,0.1303,-0.0255
662,25.393,83.0587,Uttar Pradesh,Varanasi,alluvial,2024-12-04,7.18,192.5,13.12,300.1,0.52,1.51,31.9,49.1,28.9,22.0,15.4,0.35,0.0506,0.0642,0.1082,0.1469,0.0939,0.0295,0.1517,0.0769,-0.0578
663,25.3061,82.9313,Uttar Pradesh,Varanasi,alluvial,2025-04-07,6.79,211.9,14.07,209.3,0.42,1.52,23.3,52.4,22.2,25.4,17.73,0.36,0.0592,0.0866,0.1167,0.1809,0.1501,0.0834,0.2157,0.1207,0.0112
664,25.2898,82.9562,Uttar Pradesh,Varanasi,alluvial,2022-12-09,7.28,248.0,24.78,462.8,0.71,1.4,26.4,33.8,43.7,22.6,17.3,0.42,0.0518,0.0681,0.1046,0.1607,0.1287,0.0455,0.2115,0.11,-0.0156
665,25.3198,83.0271,Uttar Pradesh,Varanasi,alluvial,2023-12-22,7.15,239.7,24.46,437.7,0.44,1.44,25.9,48.2,36.0,15.8,10.0,0.44,0.0563,0.0723,0.113,0.1647,0.1442,0.0616,0.1862,0.0997,0.0249
666,25.2306,82.9512,Uttar Pradesh,Varanasi,alluvial,2024-12-12,6.92,196.4,8.27,212.3,0.37,1.43,32.1,51.8,13.8,34.3,20.0,0.33,0.0432,0.0751,0.0934,0.1486,0.0891,0.0362,0.2281,0.1116,-0.1121
667,25.4192,82.9293,Uttar Pradesh,Varanasi,alluvial,2025-04-10,7.84,198.0,21.07,246.5,0.6,1.38,26.7,38.8,46.2,15.0,11.19,0.23,0.0401,0.0742,0.1093,0.1581,0.1159,0.0554,0.1825,0.0954,-0.0278
668,25.3328,83.0258,Uttar Pradesh,Varanasi,alluvial,2022-11-26,7.14,242.1,9.67,278.4,0.4,1.44,33.9,42.4,33.1,24.5,16.88,0.24,0.0492,0.076,0.0913,0.1376,0.0765,0.0251,0.2023,0.0953,-0.1292
669,25.3952,82.9774,Uttar Pradesh,Varanasi,alluvial,2023-05-17,6.9,234.5,17.63,388.5,0.56,1.51,23.8,37.0,34.4,28.7,14.29,0.26,0.0508,0.0831,0.1067,0.1617,0.1292,0.0676,0.2049,0.1074,-0.0121
670,25.3042,83.0412,Uttar Pradesh,Varanasi,alluvial,2024-11-26,7.13,221.4,14.97,208.3,0.5,1.52,32.6,62.7,16.0,21.3,12.71,0.44,0.0494,0.0718,0.0972,0.1444,0.0907,0.032,0.1954,0.0955,-0.0885
671,25.395,82.982,Uttar Pradesh,Varanasi,alluvial,2025-04-03,6.92,232.7,14.68,320.9,0.41,1.35,29.6,34.5,40.3,25.2,16.17,0.39,0.0629,0.071,0.0949,0.1542,0.11,0.0462,0.2381,0.1187,-0.0667
672,25.3679,82.9006,Uttar Pradesh,Varanasi,alluvial,2022-05-17,6.93,167.9,13.63,218.3,0.32,1.57,26.3,52.7,15.7,31.6,17.29,0.35,0.0532,0.0843,0.1222,0.1752,0.1398,0.058,0.1782,0.0997,0.0131
673,25.3576,82.9129,Uttar Pradesh,Varanasi,alluvial,2023-04-05,7.88,246.5,13.29,496.7,0.36,1.35,24.6,47.3,22.9,29.8,15.4,0.3,0.0514,0.0716,0.1103,0.1804,0.1457,0.0708,0.2411,0.133,-0.0085
674,25.3841,83.0583,Uttar Pradesh,Varanasi,alluvial,2024-11-27,7.8,223.7,8.95,236.5,0.57,1.47,24.3,33.4,49.2,17.4,11.31,0.44,0.0529,0.0761,0.1071,0.1694,0.126,0.068,0.2253,0.1203,-0.0338
675,25.2601,82.9861,Uttar Pradesh,Varanasi,alluvial,2025-11-22,6.42,178.7,20.66,272.2,0.58,1.5,23.4,53.0,23.2,23.8,12.65,0.36,0.0589,0.0793,0.112,0.1875,0.1357,0.0704,0.2521,0.1417,-0.0384
676,25.2979,83.0061,Uttar Pradesh,Varanasi,alluvial,2022-04-21,7.79,207.1,21.83,244.4,0.35,1.44,25.1,42.9,30.4,26.8,14.89,0.19,0.0528,0.0856,0.1152,0.1738,0.1368,0.0717,0.2028,0.1114,-0.0036
677,25.3922,82.9322,Uttar Pradesh,Varanasi,alluvial,2023-12-17,6.62,207.7,15.79,202.7,0.59,1.4,36.9,45.6,26.3,28.1,19.64,0.3,0.0514,0.0684,0.093,0.1166,0.0699,0.0139,0.1126,0.0499,-0.0937
678,25.4032,83.019,Uttar Pradesh,Varanasi,alluvial,2024-12-16,7.65,200.5,12.73,428.8,0.33,1.44,32.3,42.3,29.6,28.1,17.5,0.27,0.0468,0.0789,0.0981,0.1402,0.1024,0.0383,0.1767,0.0855,-0.0468
679,25.2335,82.8959,Uttar Pradesh,Varanasi,alluvial,2025-05-08,6.83,249.2,18.01,374.2,0.57,1.53,29.4,54.8,26.6,18.6,13.13,0.4,0.0444,0.0808,0.1036,0.1466,0.0995,0.044,0.1719,0.086,-0.0547
680,25.3985,83.0412,Uttar Pradesh,Varanasi,alluvial,2022-12-03,8.1,257.3,20.45,271.0,0.34,1.62,27.6,62.7,20.2,17.1,11.55,0.2,0.0536,0.0843,0.1098,0.1573,0.1289,0.0595,0.1778,0.0929,0.0029
681,25.2466,83.0175,Uttar Pradesh,Varanasi,alluvial,2023-05-07,7.07,214.2,8.5,252.2,0.33,1.38,32.1,31.3,48.7,20.0,12.26,0.28,0.0543,0.0733,0.1108,0.1324,0.111,0.0376,0.0888,0.0436,0.0216
682,25.2607,83.052,Uttar Pradesh,Varanasi,alluvial,2024-04-12,7.8,178.1,11.27,374.6,0.41,1.54,24.0,40.0,36.2,23.8,15.66,0.35,0.0607,0.085,0.1185,0.1724,0.1394,0.0809,0.1853,0.1022,0.0108
683,25.3202,82.9613,Uttar Pradesh,Varanasi,alluvial,2025-05-26,8.0,254.2,16.98,257.0,0.65,1.41,27.5,60.3,13.4,26.4,17.93,0.4,0.0499,0.0769,0.1072,0.1509,0.1134,0.0456,0.1693,0.0865,-0.0228
684,25.2648,83.0781,Uttar Pradesh,Varanasi,alluvial,2022-11-13,7.76,165.4,10.0,269.2,0.33,1.53,21.6,43.2,33.3,23.6,12.34,0.25,0.059,0.0899,0.1119,0.1843,0.1712,0.0937,0.2444,0.1364,0.0343
685,25.3595,82.9122,Uttar Pradesh,Varanasi,alluvial,2023-12-09,7.35,169.6,23.84,350.0,0.62,1.47,37.0,60.5,23.1,16.4,12.85,0.17,0.0436,0.067,0.0863,0.1258,0.0652,0.0135,0.1862,0.0832,-0.152
686,25.2325,82.9887,Uttar Pradesh,Varanasi,alluvial,2024-04-12,6.48,281.2,21.88,298.9,0.59,1.58,24.3,44.7,39.6,15.6,10.0,0.42,0.0589,0.0759,0.1141,0.1598,0.1413,0.0641,0.1668,0.0886,0.0315
687,25.3501,82.9763,Uttar Pradesh,Varanasi,alluvial,2025-11-26,7.29,172.4,12.6,212.5,0.74,1.36,33.2,50.9,15.1,34.0,20.0,0.3,0.0431,0.0571,0.0864,0.1237,0.0741,0.0234,0.1775,0.0788,-0.1186
688,25.2304,83.0431,Uttar Pradesh,Varanasi,alluvial,2022-05-14,7.74,267.7,22.63,404.6,0.68,1.57,23.3,30.8,34.8,34.4,20.0,0.32,0.0559,0.0778,0.1038,0.1592,0.1223,0.0708,0.2106,0.1089,-0.0282
689,25.222,82.9726,Uttar Pradesh,Varanasi,alluvial,2023-04-26,7.91,244.2,13.83,475.4,0.62,1.42,23.6,34.0,40.0,26.0,15.12,0.18,0.0482,0.0861,0.1026,0.1665,0.1371,0.0716,0.2375,0.1246,-0.014
690,25.3412,82.9857,Uttar Pradesh,Varanasi,alluvial,2024-04-22,6.75,171.6,13.94,396.6,0.31,1.42,21.9,58.4,12.2,29.4,13.27,0.24,0.0601,0.0891,0.1211,0.1935,0.1666,0.0872,0.2301,0.1333,0.0253
691,25.2785,83.0207,Uttar Pradesh,Varanasi,alluvial,2025-11-11,7.04,253.8,11.74,413.9,0.33,1.63,28.1,49.0,31.0,20.0,13.61,0.38,0.0585,0.0913,0.1127,0.164,0.1201,0.0452,0.1854,0.0991,-0.0235
692,25.3684,82.9322,Uttar Pradesh,Varanasi,alluvial,2022-11-24,7.43,256.6,11.46,241.1,0.61,1.64,36.7,31.9,43.0,25.1,14.23,0.22,0.0451,0.0643,0.0838,0.117,0.0665,0.0189,0.1653,0.0711,-0.1345
693,25.3854,82.9069,Uttar Pradesh,Varanasi,alluvial,2023-11-28,7.14,250.1,16.48,210.1,0.67,1.43,33.0,64.2,17.9,17.8,10.37,0.27,0.0466,0.0656,0.0973,0.1332,0.0866,0.0252,0.1557,0.0737,-0.0738
694,25.2896,82.8952,Uttar Pradesh,Varanasi,alluvial,2024-11-27,6.73,164.7,15.33,215.7,0.57,1.44,27.8,60.2,14.9,24.9,13.39,0.31,0.0483,0.0777,0.1032,0.1601,0.1127,0.0413,0.2161,0.1118,-0.0531
695,25.2418,82.9676,Uttar Pradesh,Varanasi,alluvial,2025-11-28,7.77,208.1,15.27,418.8,0.71,1.57,35.3,50.7,18.1,31.2,18.64,0.17,0.041,0.0687,0.0848,0.1204,0.074,0.0136,0.1735,0.0757,-0.1158
696,25.2761,83.0265,Uttar Pradesh,Varanasi,alluvial,2022-11-03,6.79,268.6,15.94,497.8,0.75,1.42,34.4,44.8,29.5,25.7,19.63,0.42,0.0357,0.0643,0.0844,0.1181,0.0716,0.0226,0.1664,0.072,-0.1189
697,25.2814,83.0222,Uttar Pradesh,Varanasi,alluvial,2023-11-28,6.82,166.6,12.26,395.9,0.75,1.58,32.3,40.4,29.2,30.4,17.21,0.15,0.044,0.0675,0.0971,0.1284,0.0828,0.0248,0.1388,0.0647,-0.0734
698,25.3421,82.9528,Uttar Pradesh,Varanasi,alluvial,2024-04-15,7.24,286.0,11.7,217.6,0.38,1.63,28.2,45.4,30.3,24.3,15.96,0.23,0.0496,0.0778,0.1052,0.1612,0.1349,0.0518,0.2102,0.1096,-0.0023
699,25.3569,83.0621,Uttar Pradesh,Varanasi,alluvial,2025-11-02,7.5,172.9,18.51,214.9,0.38,1.38,35.2,39.7,30.0,30.3,14.65,0.16,0.0461,0.0719,0.0983,0.1307,0.0889,0.01,0.1415,0.0667,-0.0591
700,25.2418,82.9914,Uttar Pradesh,Varanasi,alluvial,2022-04-17,6.42,292.0,22.44,362.1,0.55,1.36,37.3,63.3,17.1,19.6,14.25,0.22,0.0331,0.0651,0.0955,0.1124,0.0516,0.0144,0.0813,0.0358,-0.1334
701,25.415,83.0695,Uttar Pradesh,Varanasi,alluvial,2023-11-16,6.55,246.5,12.81,207.4,0.33,1.53,33.3,50.0,31.0,19.1,10.88,0.26,0.0524,0.0713,0.0973,0.1359,0.0981,0.0298,0.1655,0.079,-0.0498
702,25.3684,83.0467,Uttar Pradesh,Varanasi,alluvial,2024-11-07,6.61,201.4,9.81,263.4,0.72,1.44,28.0,31.1,48.0,20.9,14.57,0.36,0.0499,0.0568,0.0905,0.1399,0.1038,0.0423,0.2144,0.1015,-0.0618
703,25.3461,83.0368,Uttar Pradesh,Varanasi,alluvial,2025-04-28,7.51,260.9,24.3,497.7,0.47,1.52,23.6,53.0,20.3,26.7,18.53,0.45,0.0605,0.0755,0.1133,0.1797,0.1513,0.0697,0.2266,0.1256,0.0093
704,25.4155,82.9362,Uttar Pradesh,Varanasi,alluvial,2022-11-24,6.9,232.8,17.78,473.3,0.7,1.45,33.5,51.2,17.8,31.0,16.65,0.39,0.0467,0.0585,0.0781,0.1332,0.078,0.0298,0.2608,0.1162,-0.1546
705,25.3773,82.936,Uttar Pradesh,Varanasi,alluvial,2023-05-18,6.49,218.3,9.3,308.7,0.74,1.5,38.8,45.6,25.6,28.9,18.56,0.22,0.0334,0.063,0.0899,0.1086,0.0534,0.01,0.0942,0.0402,-0.1365
706,25.3188,83.0663,Uttar Pradesh,Varanasi,alluvial,2024-05-06,7.77,238.1,10.01,322.6,0.41,1.5,32.3,53.6,13.2,33.2,17.46,0.19,0.0427,0.0826,0.098,0.1457,0.0889,0.0286,0.1957,0.0962,-0.094
707,25.418,82.9165,Uttar Pradesh,Varanasi,alluvial,2025-12-14,7.94,237.5,10.15,210.2,0.69,1.48,25.7,34.2,50.5,15.3,12.21,0.36,0.0568,0.0727,0.1065,0.1555,0.1102,0.0603,0.187,0.0965,-0.0416
708,25.3677,82.961,Uttar Pradesh,Varanasi,alluvial,2022-12-14,7.93,173.1,18.06,385.0,0.46,1.65,32.5,49.5,27.5,23.0,16.02,0.16,0.0463,0.0774,0.0986,0.1323,0.0962,0.0446,0.1459,0.0692,-0.043
709,25.2216,83.0086,Uttar Pradesh,Varanasi,alluvial,2023-12-13,7.63,255.1,18.02,446.0,0.58,1.5,34.5,45.2,24.9,29.8,19.42,0.2,0.0482,0.0682,0.0968,0.1286,0.0794,0.0168,0.1411,0.0658,-0.0842
710,25.4056,82.9471,Uttar Pradesh,Varanasi,alluvial,2024-12-11,6.81,261.6,8.82,355.3,0.44,1.51,25.1,55.3,26.2,18.5,11.46,0.3,0.0569,0.0887,0.1072,0.1795,0.1379,0.0642,0.2522,0.1379,-0.0285
711,25.2531,82.9476,Uttar Pradesh,Varanasi,alluvial,2025-12-15,7.61,281.7,12.73,463.9,0.64,1.44,38.4,31.5,34.5,34.1,19.68,0.25,0.0466,0.0609,0.087,0.107,0.056,0.01,0.1031,0.0432,-0.1333
712,25.2538,83.0097,Uttar Pradesh,Varanasi,alluvial,2022-04-18,6.6,238.0,12.74,228.8,0.4,1.52,24.6,62.9,18.7,18.4,10.0,0.3,0.0587,0.0759,0.1089,0.1825,0.1432,0.0701,0.2526,0.1395,-0.0202
713,25.4036,83.0333,Uttar Pradesh,Varanasi,alluvial,2023-04-15,6.87,208.8,15.25,333.4,0.54,1.39,34.4,47.1,34.0,18.9,14.34,0.29,0.0399,0.0647,0.0833,0.1289,0.0794,0.0193,0.2149,0.096,-0.1243
714,25.2513,82.9571,Uttar Pradesh,Varanasi,alluvial,2024-12-21,7.5,199.2,21.66,423.3,0.7,1.42,24.2,33.0,42.1,24.9,18.92,0.17,0.0496,0.0767,0.1103,0.1534,0.1294,0.0643,0.1634,0.0847,0.0133
715,25.3875,83.0152,Uttar Pradesh,Varanasi,alluvial,2025-04-08,6.44,282.8,19.99,356.4,0.63,1.41,33.5,32.6,39.0,28.4,14.6,0.32,0.0414,0.0689,0.0882,0.1286,0.089,0.0285,0.1863,0.0845,-0.0814
716,25.4102,83.0614,Uttar Pradesh,Varanasi,alluvial,2022-05-01,6.69,191.2,20.47,284.8,0.36,1.41,31.3,63.0,14.5,22.5,14.71,0.41,0.0557,0.0776,0.0989,0.1498,0.113,0.0339,0.2047,0.102,-0.0405
717,25.4109,83.0656,Uttar Pradesh,Varanasi,alluvial,2023-05-10,7.57,162.7,18.73,270.4,0.5,1.45,32.8,51.4,23.8,24.8,15.56,0.31,0.0435,0.0738,0.0927,0.1339,0.0894,0.0244,0.1818,0.0851,-0.0803
718,25.3094,82.9395,Uttar Pradesh,Varanasi,alluvial,2024-12-04,6.88,233.9,24.37,469.0,0.6,1.58,31.5,52.1,23.1,24.8,13.67,0.28,0.0431,0.0754,0.0893,0.1321,0.0904,0.0381,0.1933,0.089,-0.0827
719,25.2258,82.9436,Uttar Pradesh,Varanasi,alluvial,2025-05-28,6.64,209.4,22.28,459.2,0.38,1.53,26.9,53.1,12.8,34.1,20.0,0.36,0.0546,0.081,0.1113,0.1579,0.1302,0.0615,0.1731,0.0909,0.0075
